ticket_id,customer_id,created_date,country,product_category,issue_type,priority,support_channel,agent_id,status,resolution_hours,sla_target_hours,customer_satisfaction
965,13616,2026-08-24 09:55:53.387968,India,Desktop,Software Issue,Medium,Phone,437,Resolved,50.10,48,2
966,34391,2025-08-12 03:55:53.387968,Indonesia,Monitor,Billing,Low,Chat,72,Closed,3.47,24,4
967,39751,2025-04-10 11:55:53.387968,Indonesia,Monitor,Billing,Critical,WhatsApp,447,Open,95.86,48,3
968,24959,2026-03-13 14:55:53.387968,Philippines,Laptop,Performance,Medium,Email,115,Closed,81.12,48,2
969,46576,2025-04-29 10:55:53.387968,Indonesia,Laptop,Billing,Medium,Phone,389,In Progress,70.75,48,4
970,45119,2025-07-30 06:55:53.387968,India,Printer,Billing,Critical,Email,235,Resolved,68.73,24,1
971,41846,2026-06-26 17:55:53.387968,Philippines,Laptop,Setup,Medium,Email,489,Open,88.58,8,3
972,49151,2024-11-05 17:55:53.387968,Philippines,Monitor,Performance,Critical,Chat,463,Open,9.43,4,3
973,29459,2026-07-21 10:55:53.387968,New Zealand,Monitor,Hardware Issue,Low,Chat,283,In Progress,28.23,8,2
974,36986,2024-10-02 18:55:53.387968,Philippines,Laptop,Performance,Critical,Web,230,In Progress,85.27,48,2
975,45139,2026-01-28 01:55:53.387968,Singapore,Printer,Billing,Medium,Chat,360,Closed,78.81,48,1
976,45125,2025-01-15 05:55:53.387968,Philippines,Accessory,Connectivity,High,WhatsApp,134,Open,26.26,8,4
977,16034,2025-05-06 06:55:53.387968,Australia,Accessory,Billing,High,Phone,92,Open,74.36,48,1
978,46110,2025-06-19 22:55:53.387968,Malaysia,Printer,Software Issue,Low,Web,330,Resolved,83.44,24,4
979,45531,2025-04-17 15:55:53.387968,Malaysia,Printer,Hardware Issue,Medium,Web,376,Closed,32.55,24,4
980,2945,2025-05-22 01:55:53.387968,Australia,Accessory,Software Issue,High,Chat,51,Resolved,6.15,4,2
981,982,2026-02-15 01:55:53.387968,New Zealand,Laptop,Connectivity,Medium,Phone,87,Closed,36.76,8,5
982,5220,2025-02-20 00:55:53.387968,Malaysia,Desktop,Connectivity,Low,Web,185,Closed,69.81,24,3
983,7849,2025-05-01 08:55:53.387968,Philippines,Desktop,Billing,Critical,Email,223,In Progress,8.63,8,2
984,45808,2025-04-08 11:55:53.387968,Singapore,Laptop,Hardware Issue,High,Web,205,Closed,25.40,24,1
985,27631,2025-03-21 12:55:53.387968,Singapore,Accessory,Billing,High,Chat,366,Closed,47.79,4,4
986,39296,2024-11-23 02:55:53.387968,India,Laptop,Billing,Critical,Email,448,Closed,37.08,24,2
987,10438,2026-08-29 03:55:53.387968,Malaysia,Accessory,Connectivity,High,WhatsApp,472,Resolved,22.83,48,4
988,16991,2024-10-03 03:55:53.387968,India,Laptop,Billing,High,Phone,104,Resolved,13.52,24,2
989,24206,2025-11-09 08:55:53.387968,Australia,Accessory,Billing,Medium,WhatsApp,416,Open,43.82,48,4
990,32938,2026-09-06 03:55:53.387968,Australia,Accessory,Hardware Issue,Critical,Email,404,In Progress,95.73,48,2
991,11697,2025-11-07 13:55:53.387968,Malaysia,Monitor,Setup,Low,Phone,27,Resolved,9.36,24,2
992,33852,2025-07-12 17:55:53.387968,Australia,Monitor,Billing,Critical,Phone,299,Closed,5.61,8,1
993,28589,2025-11-17 04:55:53.387968,Australia,Printer,Software Issue,Critical,Phone,257,Open,15.83,4,1
994,31303,2026-08-31 07:55:53.387968,India,Printer,Hardware Issue,Low,Email,68,Resolved,13.94,4,2
995,26690,2024-12-16 09:55:53.387968,India,Monitor,Performance,Medium,Web,97,Resolved,34.43,8,1
996,12861,2026-04-04 08:55:53.387968,India,Printer,Connectivity,Critical,Email,125,Open,12.84,4,2
997,24648,2025-07-01 08:55:53.387968,New Zealand,Desktop,Software Issue,Medium,Chat,500,Closed,82.59,24,3
998,45826,2025-12-13 11:55:53.387968,Singapore,Laptop,Connectivity,Critical,Web,490,Closed,60.03,4,5
999,15877,2025-09-14 10:55:53.387968,Indonesia,Laptop,Setup,High,Web,192,In Progress,22.34,8,4
1000,20067,2026-05-24 00:55:53.387968,India,Printer,Billing,High,WhatsApp,325,Closed,52.76,24,3
